removed,experience,education,semantic,recall@5,recall@10,recall@15,ndcg@5,ndcg@10,ndcg@15,spearman,mae_0_to_3,skill,w_skill,w_experience,w_education
skill,0.3,0.4,0.3,0.8,1.0,1.0,0.7843762699362018,0.8239977417932889,0.8239977417932889,0.730836881365129,0.987527274512206,,,,
skill,0.2,0.5,0.3,0.8,1.0,1.0,0.7843762699362018,0.8239977417932889,0.8239977417932889,0.730836881365129,1.0327364147918872,,,,
skill,0.2,0.6,0.2,0.8,1.0,1.0,0.7843762699362018,0.8239977417932889,0.8239977417932889,0.730836881365129,1.1064996644896188,,,,
skill,0.1,0.8,0.1,0.8,1.0,1.0,0.7843762699362018,0.8239977417932889,0.8239977417932889,0.730836881365129,1.2254720544670317,,,,
skill,0.0,0.4,0.6,0.8,1.0,1.0,0.6893958174730292,0.8219027071438966,0.8219027071438966,0.7330616511714156,0.9030951781129875,,,,
skill,0.7,0.2,0.1,0.8,1.0,1.0,0.7843762699362018,0.8216082901888148,0.8216082901888148,0.7230501870431262,1.0094016586980226,,,,
skill,0.1,0.4,0.5,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,0.9305403458085164,,,,
skill,0.2,0.4,0.4,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,0.9589731650941558,,,,
skill,0.0,0.5,0.5,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,0.9756281959557865,,,,
skill,0.1,0.5,0.4,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.0041823053738368,,,,
skill,0.0,0.6,0.4,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.049391445653518,,,,
skill,0.1,0.6,0.3,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.0779455550715684,,,,
skill,0.0,0.7,0.3,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.1231546953512497,,,,
skill,0.1,0.7,0.2,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.1517088047693,,,,
skill,0.0,0.8,0.2,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.1969179450489813,,,,
skill,0.0,0.9,0.1,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.270681194746713,,,,
skill,0.9,0.1,0.0,0.8,1.0,1.0,0.7843762699362018,0.8144249066642134,0.8301758787559087,0.7363988058808453,1.0258519866470255,,,,
skill,0.9,0.0,0.1,0.6,1.0,1.0,0.7364191567020566,0.8143188045355335,0.8300697766272288,0.7408483454934185,1.0007687421064524,,,,
skill,0.8,0.2,0.0,0.6,1.0,1.0,0.6333513308383866,0.8047698185206944,0.8047698185206944,0.6652061720796761,1.0360402726766862,,,,
skill,0.7,0.3,0.0,0.6,1.0,1.0,0.6333513308383866,0.8047698185206944,0.8047698185206944,0.6652061720796761,1.0468130163698781,,,,
skill,0.6,0.4,0.0,0.6,1.0,1.0,0.6333513308383866,0.8047698185206944,0.8047698185206944,0.6652061720796761,1.073189602766357,,,,
skill,0.5,0.5,0.0,0.6,1.0,1.0,0.6333513308383866,0.8047698185206944,0.8047698185206944,0.6652061720796761,1.1183987430460383,,,,
skill,0.4,0.6,0.0,0.6,1.0,1.0,0.6333513308383866,0.8047698185206944,0.8047698185206944,0.6652061720796761,1.1636078833257195,,,,
skill,0.3,0.7,0.0,0.6,1.0,1.0,0.6333513308383866,0.8047698185206944,0.8047698185206944,0.6652061720796761,1.2088170236054008,,,,
skill,0.2,0.8,0.0,0.6,1.0,1.0,0.6333513308383866,0.8047698185206944,0.8047698185206944,0.6652061720796761,1.254026163885082,,,,
skill,0.1,0.9,0.0,0.6,1.0,1.0,0.6333513308383866,0.8047698185206944,0.8047698185206944,0.6652061720796761,1.2992353041647633,,,,
skill,1.0,0.0,0.0,0.6,0.8,1.0,0.6681964713107739,0.690669240365442,0.7566044538056407,0.6396213193073808,1.0274898617065715,,,,
skill,0.0,1.0,0.0,0.6,0.8,1.0,0.5741043979319709,0.6104703189203945,0.7321450963307848,0.4670403356568722,1.3444444444444443,,,,
experience,,0.1,0.5,1.0,1.0,1.0,0.851826437108253,0.8634317377540522,0.8634317377540522,0.9110432356743389,0.6746970321991914,0.4,,,
experience,,0.1,0.4,1.0,1.0,1.0,0.851826437108253,0.8634317377540522,0.8634317377540522,0.9110432356743389,0.6828908281950327,0.5,,,
experience,,0.1,0.6,1.0,1.0,1.0,0.851826437108253,0.862714192038938,0.862714192038938,0.8965822319334764,0.6890019626912952,0.3,,,
experience,,0.2,0.8,1.0,1.0,1.0,0.851826437108253,0.8594052411877203,0.8594052411877203,0.8531992207108888,0.8229313608473771,0.0,,,
experience,,0.0,0.3,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.6903561564082267,0.7,,,
experience,,0.0,0.2,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.6985499524040678,0.8,,,
experience,,0.1,0.7,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.7210642926731256,0.2,,,
experience,,0.0,0.1,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.706743748399909,0.9,,,
experience,,0.1,0.8,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.7532131014595399,0.1,,,
experience,,0.2,0.7,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.7782963460001129,0.1,,,
experience,,0.1,0.9,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.8596479488281423,0.8387382169700262,0.7855200031755214,0.0,,,
experience,,0.0,0.5,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6753751460956195,0.5,,,
experience,,0.0,0.4,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6821623604123854,0.6,,,
experience,,0.0,0.6,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.6821249258637556,0.4,,,
experience,,0.0,0.7,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.6888747056318917,0.3,,,
experience,,0.0,0.8,0.8,1.0,1.0,0.8014847907423146,0.840837846300893,0.8561875315948493,0.816490518907161,0.7110637234067986,0.2,,,
experience,,0.0,0.9,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7359339544598923,0.1,,,
experience,,0.0,1.0,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7608041855129859,0.0,,,
experience,,0.2,0.6,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8510728042528926,0.8620982999360349,0.7461475372136986,0.2,,,
experience,,0.2,0.4,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8506177182303284,0.8476372961951724,0.702946876519832,0.4,,,
experience,,0.2,0.5,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8506177182303284,0.8476372961951724,0.720152109542269,0.3,,,
experience,,0.2,0.3,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8498591314187602,0.8187152887134475,0.6994442319052785,0.5,,,
experience,,0.3,0.4,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8348667461386331,0.7753322774908599,0.7639589112438493,0.3,,,
experience,,0.3,0.5,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8348667461386331,0.7753322774908599,0.7811641442662863,0.2,,,
experience,,0.1,0.3,1.0,1.0,1.0,0.8404207565708445,0.8340010929416328,0.850729173391134,0.8620982999360349,0.6910846241908738,0.6,,,
experience,,0.1,0.2,1.0,1.0,1.0,0.8404207565708445,0.8340010929416328,0.850729173391134,0.8620982999360349,0.699278420186715,0.7,,,
experience,,0.2,0.2,1.0,1.0,1.0,0.8404207565708445,0.8340010929416328,0.8489934782217599,0.804254284972585,0.7003594501677991,0.6,,,
experience,,0.1,0.1,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8496576102514425,0.8476372961951724,0.7074722161825563,0.8,,,
experience,,0.3,0.7,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8479219150820683,0.7897932812317223,0.8603427185192326,0.0,,,
experience,,0.3,0.6,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8329295298019412,0.7608712737499974,0.8142881278495994,0.1,,,
experience,,0.4,0.6,0.8,1.0,1.0,0.6893958174730292,0.8219027071438966,0.8219027071438966,0.7330616511714156,0.9030951781129875,0.0,,,
experience,,0.3,0.3,0.8,1.0,1.0,0.683692977204325,0.8185837430246177,0.8185837430246177,0.7541969643311377,0.7467536782214123,0.4,,,
experience,,0.4,0.3,0.8,1.0,1.0,0.683692977204325,0.8185837430246177,0.8185837430246177,0.7541969643311377,0.8077657129454295,0.3,,,
experience,,0.4,0.4,0.8,1.0,1.0,0.683692977204325,0.8185837430246177,0.8185837430246177,0.7541969643311377,0.8343018145248438,0.2,,,
experience,,0.5,0.2,0.8,1.0,1.0,0.683692977204325,0.8185837430246177,0.8185837430246177,0.7541969643311377,0.8593257144520506,0.3,,,
experience,,0.5,0.3,0.8,1.0,1.0,0.683692977204325,0.8185837430246177,0.8185837430246177,0.7541969643311377,0.8929757766414617,0.2,,,
experience,,0.6,0.2,0.8,1.0,1.0,0.683692977204325,0.8185837430246177,0.8185837430246177,0.7541969643311377,0.9667390263391933,0.2,,,
experience,,0.6,0.3,0.8,1.0,1.0,0.683692977204325,0.8185837430246177,0.8185837430246177,0.7541969643311377,1.0080652359963556,0.1,,,
experience,,0.7,0.2,0.8,1.0,1.0,0.683692977204325,0.8185837430246177,0.8185837430246177,0.7541969643311377,1.0818284856940872,0.1,,,
experience,,0.8,0.1,0.8,1.0,1.0,0.683692977204325,0.8185837430246177,0.8185837430246177,0.7541969643311377,1.1555917353918188,0.1,,,
experience,,0.2,0.1,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,0.7082006839652034,0.7,,,
experience,,0.3,0.1,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,0.7315564881492702,0.6,,,
experience,,0.3,0.2,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,0.7335879565929502,0.5,,,
experience,,0.4,0.1,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,0.7733552469005555,0.5,,,
experience,,0.4,0.2,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,0.7905604799229925,0.4,,,
experience,,0.5,0.1,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,0.8343672816245729,0.4,,,
experience,,0.4,0.5,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,0.8654128294304998,0.1,,,
experience,,0.6,0.1,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,0.9254128166820308,0.3,,,
experience,,0.5,0.4,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,0.934301986298624,0.1,,,
experience,,0.7,0.1,0.8,1.0,1.0,0.683692977204325,0.8177180898276174,0.8177180898276174,0.7397359605902751,1.040502276036925,0.2,,,
experience,,0.5,0.5,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,0.9756281959557865,0.0,,,
experience,,0.6,0.4,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.049391445653518,0.0,,,
experience,,0.7,0.3,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.1231546953512497,0.0,,,
experience,,0.8,0.2,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.1969179450489813,0.0,,,
experience,,0.9,0.1,0.8,1.0,1.0,0.683692977204325,0.8166465266879258,0.8166465266879258,0.7252749568494127,1.270681194746713,0.0,,,
experience,,0.1,0.0,0.8,1.0,1.0,0.6556707338870036,0.8018609453668054,0.8176119174585007,0.7411855845191515,0.7156660121783974,0.9,,,
experience,,0.2,0.0,0.6,1.0,1.0,0.6081805076554174,0.7943840492039597,0.7943840492039597,0.6612096323901854,0.7163944799610447,0.8,,,
experience,,0.3,0.0,0.6,1.0,1.0,0.6081805076554174,0.7943840492039597,0.7943840492039597,0.6612096323901854,0.7324717064117908,0.7,,,
experience,,0.4,0.0,0.6,1.0,1.0,0.6081805076554174,0.7943840492039597,0.7943840492039597,0.6612096323901854,0.7645812373213797,0.6,,,
experience,,0.5,0.0,0.6,1.0,1.0,0.6081805076554174,0.7943840492039597,0.7943840492039597,0.6612096323901854,0.8171620486021358,0.5,,,
experience,,0.6,0.0,0.6,1.0,1.0,0.6081805076554174,0.7943840492039597,0.7943840492039597,0.6612096323901854,0.8843496143792575,0.4,,,
experience,,0.7,0.0,0.6,1.0,1.0,0.6081805076554174,0.7943840492039597,0.7943840492039597,0.6612096323901854,0.9991760663797624,0.3,,,
experience,,0.8,0.0,0.6,1.0,1.0,0.6081805076554174,0.7943840492039597,0.7943840492039597,0.6612096323901854,1.1142655257346563,0.2,,,
experience,,0.9,0.0,0.6,1.0,1.0,0.6081805076554174,0.7943840492039597,0.7943840492039597,0.6612096323901854,1.2293549850895504,0.1,,,
experience,,0.0,0.0,0.6,1.0,1.0,0.5917973664126421,0.7864309985255398,0.8031590789750409,0.7642971698740139,0.7149375443957503,1.0,,,
experience,,1.0,0.0,0.6,0.8,1.0,0.5741043979319709,0.6104703189203945,0.7321450963307848,0.4670403356568722,1.3444444444444443,0.0,,,
education,0.2,,0.2,1.0,1.0,1.0,0.8698687319194839,0.8611426338585058,0.8778707143080068,0.8732221489674676,0.714836529257385,0.6,,,
education,0.1,,0.1,1.0,1.0,1.0,0.8698687319194839,0.8600710707188142,0.8767991511683153,0.8587611452266052,0.7148870368265676,0.8,,,
education,0.2,,0.3,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7066427332615437,0.5,,,
education,0.3,,0.2,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7229798176840435,0.5,,,
education,0.3,,0.3,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7321446883263916,0.4,,,
education,0.3,,0.4,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7532184057977426,0.3,,,
education,0.4,,0.3,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7755600436124217,0.3,,,
education,0.4,,0.4,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8740836515945198,0.8509744509046023,0.8028655265330288,0.2,,,
education,0.5,,0.3,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8740836515945198,0.8509744509046023,0.8295866461331477,0.2,,,
education,0.2,,0.1,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8741951067553253,0.8654354546454648,0.7230303252532262,0.7,,,
education,0.3,,0.1,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8741951067553253,0.8654354546454648,0.7311736136798848,0.6,,,
education,0.6,,0.4,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8732179983975196,0.8365134471637397,0.9206053833060953,0.0,,,
education,0.4,,0.5,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8728167115997805,0.8220524434228772,0.835014335319443,0.1,,,
education,0.5,,0.4,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8728167115997805,0.8220524434228772,0.8617354549195619,0.1,,,
education,0.4,,0.1,0.8,1.0,1.0,0.8195270855535455,0.8567494805907098,0.8734775610402109,0.8509744509046023,0.740391281539415,0.5,,,
education,0.5,,0.5,0.8,1.0,1.0,0.8195270855535455,0.8563954631661327,0.8717451484600889,0.8075914396820146,0.8938842637059763,0.0,,,
education,0.4,,0.6,0.8,1.0,1.0,0.8195270855535455,0.8563954631661327,0.8713878484462597,0.7931304359411522,0.8671631441058573,0.0,,,
education,0.4,,0.2,0.8,1.0,1.0,0.8195270855535455,0.855589210473773,0.8717952685880325,0.8576487603234618,0.7519264619958426,0.4,,,
education,0.5,,0.2,0.8,1.0,1.0,0.8195270855535455,0.855589210473773,0.8717952685880325,0.8576487603234618,0.7979016814271009,0.3,,,
education,0.6,,0.2,0.8,1.0,1.0,0.8195270855535455,0.855589210473773,0.8713401825654684,0.8431877565825994,0.8563077657332667,0.2,,,
education,0.5,,0.1,0.8,1.0,1.0,0.8195270855535455,0.8547235572767727,0.8709296153910322,0.8431877565825994,0.7730314503740073,0.4,,,
education,0.6,,0.1,0.8,1.0,1.0,0.8195270855535455,0.8547235572767727,0.8709296153910322,0.8431877565825994,0.8241589569468525,0.3,,,
education,0.6,,0.3,0.8,1.0,1.0,0.8195270855535455,0.8547235572767727,0.870073242570729,0.8142657491008742,0.8884565745196811,0.1,,,
education,0.7,,0.2,0.8,1.0,1.0,0.8138242452848412,0.849467376820802,0.8652183489124974,0.8209400585197341,0.9151776941198001,0.1,,,
education,0.7,,0.3,0.8,1.0,1.0,0.8138242452848412,0.849467376820802,0.8652183489124974,0.8209400585197341,0.9473265029062143,0.0,,,
education,0.7,,0.1,0.6,1.0,1.0,0.7634825989189028,0.8457917692681205,0.8615427413598158,0.8131533641977311,0.8830288853333857,0.2,,,
education,0.8,,0.2,0.8,1.0,1.0,0.8138242452848412,0.8455351416866129,0.8612861137783082,0.784231356716006,0.9740476225063335,0.0,,,
education,0.8,,0.1,0.6,1.0,1.0,0.7634825989189028,0.845074223553006,0.8608251956447014,0.7986923604568684,0.9418988137199191,0.1,,,
education,0.0,,0.3,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.6903561564082267,0.7,,,
education,0.1,,0.3,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.6984994448348852,0.6,,,
education,0.0,,0.2,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.6985499524040678,0.8,,,
education,0.1,,0.2,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.7066932408307264,0.7,,,
education,0.0,,0.1,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.706743748399909,0.9,,,
education,0.0,,0.5,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6753751460956195,0.5,,,
education,0.0,,0.4,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6821623604123854,0.6,,,
education,0.1,,0.4,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6906032887955978,0.5,,,
education,0.1,,0.5,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6973530685637339,0.4,,,
education,0.2,,0.4,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.7125812112637122,0.4,,,
education,0.2,,0.5,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.7308767679830633,0.3,,,
education,0.0,,0.6,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.6821249258637556,0.4,,,
education,0.0,,0.7,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.6888747056318917,0.3,,,
education,0.1,,0.6,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.7085351301683841,0.3,,,
education,0.3,,0.5,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.7780886368508362,0.2,,,
education,0.1,,0.7,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8570531847918496,0.8309515226480234,0.7334053612214778,0.2,,,
education,0.2,,0.6,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8570531847918496,0.8309515226480234,0.7557469990361569,0.2,,,
education,0.0,,0.8,0.8,1.0,1.0,0.8014847907423146,0.840837846300893,0.8561875315948493,0.816490518907161,0.7110637234067986,0.2,,,
education,0.0,,0.9,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7359339544598923,0.1,,,
education,0.1,,0.8,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7582755922745714,0.1,,,
education,0.0,,1.0,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7608041855129859,0.0,,,
education,0.2,,0.7,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.781572096119205,0.1,,,
education,0.1,,0.9,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7869997853055002,0.0,,,
education,0.3,,0.6,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.8082932157193239,0.1,,,
