w_skill,w_experience,w_education,w_semantic,recall@5,recall@10,recall@15,ndcg@5,ndcg@10,ndcg@15,spearman,mae_0_to_3,objective_rank
0.0,0.0,0.2,0.8,1.0,1.0,1.0,0.851826437108253,0.8594052411877203,0.8594052411877203,0.8531992207108888,0.8229313608473771,21
0.0,0.7,0.1,0.2,1.0,1.0,1.0,0.8698687319194839,0.8593535250036998,0.8760816054532009,0.8443001414857427,0.9724097474467873,22
0.5,0.2,0.0,0.3,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7066427332615438,23
0.5,0.3,0.0,0.2,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7229798176840435,24
0.4,0.3,0.0,0.3,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7321446883263916,25
0.3,0.3,0.0,0.4,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7532184057977426,26
0.3,0.4,0.0,0.3,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8745387376170838,0.8654354546454648,0.7755600436124218,27
0.2,0.4,0.0,0.4,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8740836515945198,0.8509744509046023,0.8028655265330288,28
0.2,0.5,0.0,0.3,0.8,1.0,1.0,0.8195270855535455,0.8583326795028244,0.8740836515945198,0.8509744509046023,0.8295866461331478,29
0.7,0.2,0.0,0.1,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8741951067553253,0.8654354546454648,0.7230303252532262,30
0.6,0.3,0.0,0.1,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8741951067553253,0.8654354546454648,0.7311736136798846,31
0.0,0.6,0.0,0.4,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8732179983975196,0.8365134471637397,0.9206053833060953,32
0.1,0.4,0.0,0.5,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8728167115997805,0.8220524434228772,0.835014335319443,33
0.1,0.5,0.0,0.4,0.8,1.0,1.0,0.8195270855535455,0.8574670263058242,0.8728167115997805,0.8220524434228772,0.861735454919562,34
0.5,0.4,0.0,0.1,0.8,1.0,1.0,0.8195270855535455,0.8567494805907098,0.8734775610402109,0.8509744509046023,0.740391281539415,35
0.0,0.5,0.0,0.5,0.8,1.0,1.0,0.8195270855535455,0.8563954631661327,0.8717451484600889,0.8075914396820146,0.8938842637059763,36
0.0,0.4,0.0,0.6,0.8,1.0,1.0,0.8195270855535455,0.8563954631661327,0.8713878484462597,0.7931304359411522,0.8671631441058573,37
0.4,0.4,0.0,0.2,0.8,1.0,1.0,0.8195270855535455,0.855589210473773,0.8717952685880325,0.8576487603234618,0.7519264619958426,38
0.3,0.5,0.0,0.2,0.8,1.0,1.0,0.8195270855535455,0.855589210473773,0.8717952685880325,0.8576487603234618,0.7979016814271009,39
0.2,0.6,0.0,0.2,0.8,1.0,1.0,0.8195270855535455,0.855589210473773,0.8713401825654684,0.8431877565825994,0.8563077657332667,40
0.4,0.5,0.0,0.1,0.8,1.0,1.0,0.8195270855535455,0.8547235572767727,0.8709296153910322,0.8431877565825994,0.7730314503740073,41
0.3,0.6,0.0,0.1,0.8,1.0,1.0,0.8195270855535455,0.8547235572767727,0.8709296153910322,0.8431877565825994,0.8241589569468525,42
0.1,0.6,0.0,0.3,0.8,1.0,1.0,0.8195270855535455,0.8547235572767727,0.870073242570729,0.8142657491008742,0.8884565745196811,43
0.1,0.7,0.0,0.2,0.8,1.0,1.0,0.8138242452848412,0.849467376820802,0.8652183489124974,0.8209400585197341,0.9151776941198001,44
0.0,0.7,0.0,0.3,0.8,1.0,1.0,0.8138242452848412,0.849467376820802,0.8652183489124974,0.8209400585197341,0.9473265029062143,45
0.2,0.7,0.0,0.1,0.6,1.0,1.0,0.7634825989189028,0.8457917692681205,0.8615427413598158,0.8131533641977311,0.8830288853333857,46
0.0,0.8,0.0,0.2,0.8,1.0,1.0,0.8138242452848412,0.8455351416866129,0.8612861137783082,0.784231356716006,0.9740476225063335,47
0.5,0.1,0.1,0.3,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.862107187500076,0.882121228192614,0.6992279126175324,48
0.2,0.1,0.1,0.6,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.862107187500076,0.882121228192614,0.7477854122732446,49
0.2,0.5,0.1,0.2,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.862107187500076,0.882121228192614,0.8546698906737208,50
0.4,0.3,0.1,0.2,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.8615851651648341,0.8676602244517513,0.7426302587861733,51
0.3,0.4,0.1,0.2,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.8615851651648341,0.8676602244517513,0.7957999622871875,52
0.3,0.2,0.2,0.3,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.8603714923307019,0.8242772132291637,0.77581223218755,53
0.2,0.3,0.2,0.3,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.8603714923307019,0.8242772132291637,0.8263108960140556,54
0.4,0.2,0.2,0.2,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.8453791070505748,0.7953552057474387,0.758606999165113,55
0.3,0.3,0.2,0.2,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.8453791070505748,0.7953552057474387,0.8036422935101906,56
0.2,0.4,0.2,0.2,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.8453791070505748,0.7953552057474387,0.8530320156141747,57
0.1,0.5,0.2,0.2,1.0,1.0,1.0,0.851826437108253,0.8453791070505748,0.8453791070505748,0.7953552057474387,0.911901944000708,58
0.1,0.8,0.0,0.1,0.6,1.0,1.0,0.7634825989189028,0.845074223553006,0.8608251956447014,0.7986923604568684,0.9418988137199192,59
0.7,0.0,0.0,0.3,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.6903561564082267,60
0.6,0.1,0.0,0.3,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.6984994448348851,61
0.8,0.0,0.0,0.2,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.6985499524040678,62
0.7,0.1,0.0,0.2,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.7066932408307265,63
0.5,0.2,0.1,0.2,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.7155649970400322,64
0.2,0.0,0.1,0.7,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.7210642926731257,65
0.1,0.3,0.1,0.5,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8612415343030756,0.8676602244517513,0.833376460259897,66
0.7,0.1,0.1,0.1,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8607195119678338,0.8531992207108888,0.7156155046092147,67
0.6,0.2,0.1,0.1,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8607195119678338,0.8531992207108888,0.7237587930358733,68
0.5,0.3,0.1,0.1,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8607195119678338,0.8531992207108888,0.7351184403096708,69
0.4,0.4,0.1,0.1,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8607195119678338,0.8531992207108888,0.7704603201088137,70
0.3,0.5,0.1,0.1,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8607195119678338,0.8531992207108888,0.8225210818873064,71
0.2,0.6,0.1,0.1,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8607195119678338,0.8531992207108888,0.8813910102738397,72
0.1,0.3,0.2,0.4,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8595058391337016,0.8098162094883012,0.85845970480047,73
0.1,0.4,0.2,0.3,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8595058391337016,0.8098162094883012,0.885180824400589,74
0.0,0.5,0.2,0.3,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8595058391337016,0.8098162094883012,0.9561244307406953,75
0.0,0.6,0.2,0.2,1.0,1.0,1.0,0.851826437108253,0.8445134538535746,0.8445134538535746,0.7808942020065763,0.9827630447193588,76
0.9,0.0,0.0,0.1,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.706743748399909,77
0.1,0.0,0.1,0.8,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.7532131014595399,78
0.1,0.0,0.2,0.7,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.7782963460001129,79
0.1,0.1,0.1,0.7,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.7799342210596589,80
0.1,0.2,0.1,0.6,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.806655340659778,81
0.0,0.1,0.1,0.8,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.8121586171541851,82
0.0,0.2,0.1,0.7,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.8388041494461922,83
0.0,0.3,0.1,0.6,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.8655252690463112,84
0.0,0.2,0.2,0.6,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.860169971163384,0.8531992207108888,0.8762085888047043,85
0.0,0.0,0.1,0.9,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.8596479488281423,0.8387382169700262,0.7855200031755214,86
0.0,0.4,0.2,0.4,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.85843427599401,0.7953552057474387,0.9294858167620317,87
0.0,0.3,0.3,0.4,1.0,1.0,1.0,0.851826437108253,0.843441890713883,0.843441890713883,0.7519721945248512,0.9402585604552236,88
0.5,0.0,0.0,0.5,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6753751460956195,89
0.6,0.0,0.0,0.4,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6821623604123854,90
0.5,0.1,0.0,0.4,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6906032887955978,91
0.4,0.1,0.0,0.5,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.6973530685637339,92
0.4,0.2,0.0,0.4,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.7125812112637122,93
0.3,0.2,0.0,0.5,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8579095576121526,0.8598735301297485,0.7308767679830633,94
0.4,0.0,0.0,0.6,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.6821249258637556,95
0.3,0.0,0.0,0.7,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.6888747056318917,96
0.3,0.1,0.0,0.6,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.7085351301683842,97
0.2,0.3,0.0,0.5,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8574544715895885,0.8454125263888859,0.7780886368508362,98
0.2,0.1,0.0,0.7,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8570531847918496,0.8309515226480234,0.7334053612214778,99
0.2,0.2,0.0,0.6,0.8,1.0,1.0,0.8014847907423146,0.8417034994978932,0.8570531847918496,0.8309515226480234,0.755746999036157,100
0.1,0.7,0.1,0.1,0.8,1.0,1.0,0.8014847907423146,0.840837846300893,0.8570439044151523,0.8454125263888859,0.9402609386603731,101
0.2,0.0,0.0,0.8,0.8,1.0,1.0,0.8014847907423146,0.840837846300893,0.8561875315948493,0.816490518907161,0.7110637234067987,102
0.1,0.0,0.0,0.9,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7359339544598923,103
0.1,0.1,0.0,0.8,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7582755922745715,104
0.0,0.0,0.0,1.0,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7608041855129859,105
0.1,0.2,0.0,0.7,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.781572096119205,106
0.0,0.1,0.0,0.9,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.7869997853055002,107
0.1,0.3,0.0,0.6,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.808293215719324,108
0.0,0.2,0.0,0.8,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.8137209049056193,109
0.0,0.3,0.0,0.7,0.8,1.0,1.0,0.8014847907423146,0.8397662831612014,0.8547586684413284,0.7875685114254358,0.8404420245057382,110
0.0,0.8,0.1,0.1,0.8,1.0,1.0,0.8014847907423146,0.8381830842490867,0.8543891423633461,0.8020295151662985,0.9991308670469065,111
0.2,0.0,0.2,0.6,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8510728042528926,0.8620982999360349,0.7461475372136986,112
0.4,0.0,0.2,0.4,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8506177182303284,0.8476372961951724,0.702946876519832,113
0.3,0.0,0.2,0.5,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8506177182303284,0.8476372961951724,0.720152109542269,114
0.2,0.1,0.2,0.5,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8506177182303284,0.8476372961951724,0.7728686568138176,115
0.3,0.1,0.2,0.4,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8502164314325895,0.8331762924543099,0.7479821708649096,116
0.5,0.0,0.2,0.3,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8498591314187602,0.8187152887134475,0.6994442319052785,117
0.4,0.1,0.2,0.3,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8498591314187602,0.8187152887134475,0.7307769378424726,118
0.2,0.2,0.2,0.4,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8498591314187602,0.8187152887134475,0.7995897764139367,119
0.3,0.0,0.3,0.4,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8348667461386331,0.7753322774908599,0.7639589112438493,120
0.2,0.0,0.3,0.5,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8348667461386331,0.7753322774908599,0.7811641442662863,121
0.2,0.1,0.3,0.4,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8348667461386331,0.7753322774908599,0.8089942055889268,122
0.1,0.2,0.3,0.4,1.0,1.0,1.0,0.8404207565708445,0.8348667461386331,0.8348667461386331,0.7753322774908599,0.8675653558069267,123
0.6,0.0,0.1,0.3,1.0,1.0,1.0,0.8404207565708445,0.8340010929416328,0.850729173391134,0.8620982999360349,0.6910846241908738,124
0.7,0.0,0.1,0.2,1.0,1.0,1.0,0.8404207565708445,0.8340010929416328,0.850729173391134,0.8620982999360349,0.699278420186715,125
0.6,0.1,0.1,0.2,1.0,1.0,1.0,0.8404207565708445,0.8340010929416328,0.850729173391134,0.8620982999360349,0.7074217086133736,126
0.6,0.0,0.2,0.2,1.0,1.0,1.0,0.8404207565708445,0.8340010929416328,0.8489934782217599,0.804254284972585,0.7003594501677991,127
0.5,0.1,0.2,0.2,1.0,1.0,1.0,0.8404207565708445,0.8340010929416328,0.8489934782217599,0.804254284972585,0.7209655054051516,128
0.8,0.0,0.1,0.1,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8496576102514425,0.8476372961951724,0.7074722161825562,129
0.1,0.1,0.2,0.6,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8496576102514425,0.8476372961951724,0.8050174656002319,130
0.1,0.2,0.2,0.5,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8486805018936366,0.8187152887134475,0.8317385852003509,131
0.0,0.3,0.2,0.5,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8486805018936366,0.8187152887134475,0.9028472027833679,132
0.0,0.0,0.3,0.7,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8479219150820683,0.7897932812317223,0.8603427185192327,133
0.1,0.0,0.3,0.6,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8329295298019412,0.7608712737499974,0.8142881278495994,134
0.0,0.1,0.3,0.6,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8329295298019412,0.7608712737499974,0.8869813324978963,135
0.1,0.1,0.3,0.5,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8329295298019412,0.7464102700091347,0.840926741828263,136
0.0,0.2,0.3,0.5,1.0,1.0,1.0,0.8404207565708445,0.8329295298019412,0.8329295298019412,0.7464102700091347,0.91361994647656,137
0.4,0.6,0.0,0.0,0.8,1.0,1.0,0.7867608030679949,0.8272670758424565,0.8434731339567159,0.8298391377448803,0.7953730881886865,138
0.5,0.5,0.0,0.0,0.8,1.0,1.0,0.7867608030679949,0.8265495301273421,0.8432776105768433,0.8298391377448803,0.7612819969313875,139
0.4,0.3,0.2,0.1,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.7864370604877534,140
0.3,0.2,0.3,0.2,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.8196190338891303,141
0.2,0.2,0.3,0.3,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.8368242669115673,142
0.3,0.3,0.3,0.1,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.8474490952117708,143
0.3,0.2,0.4,0.1,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.8634258355907105,144
0.2,0.3,0.3,0.2,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.8646543282342077,145
0.2,0.2,0.4,0.2,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.889796925927214,146
0.1,0.3,0.3,0.3,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.8942039697855904,147
0.2,0.3,0.4,0.1,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.9175444816283991,148
0.1,0.4,0.3,0.2,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.920842583764254,149
0.1,0.2,0.4,0.3,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.92090794083287,150
0.1,0.3,0.4,0.2,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.9486554965340551,151
0.2,0.2,0.5,0.1,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.9500839954775624,152
0.1,0.2,0.5,0.2,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.9914102051347249,153
0.2,0.1,0.6,0.1,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,0.9952931357572435,154
0.1,0.3,0.5,0.1,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,1.0199643145527753,155
0.1,0.2,0.6,0.1,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,1.0651734548324565,156
0.1,0.1,0.7,0.1,0.8,1.0,1.0,0.7843762699362018,0.8259349581299807,0.8259349581299807,0.759758888846854,1.1103825951121378,157
0.9,0.1,0.0,0.0,0.8,1.0,1.0,0.7867608030679949,0.8254779669876505,0.8422060474371517,0.8153781340040176,0.7230808328224088,158
0.8,0.2,0.0,0.0,0.8,1.0,1.0,0.7867608030679949,0.8254779669876505,0.8422060474371517,0.8153781340040176,0.7312241212490673,159
0.7,0.3,0.0,0.0,0.8,1.0,1.0,0.7867608030679949,0.8254779669876505,0.8422060474371517,0.8153781340040176,0.7393674096757259,160
0.6,0.4,0.0,0.0,0.8,1.0,1.0,0.7867608030679949,0.8254779669876505,0.8422060474371517,0.8153781340040176,0.7475106981023845,161
0.4,0.5,0.1,0.0,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8412753630472398,0.8320639075511668,0.7982903814314543,162
0.3,0.6,0.1,0.0,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8408202770246759,0.8176029038103041,0.8492422014874255,163
0.6,0.1,0.2,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.7210760163757387,164
0.5,0.2,0.2,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.7462357025825639,165
0.5,0.1,0.3,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.7588581537703625,166
0.4,0.2,0.3,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.8024138008666933,167
0.4,0.1,0.4,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.818390541245633,168
0.3,0.4,0.2,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.8314723548328311,169
0.2,0.5,0.2,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.8797531352142938,170
0.3,0.1,0.5,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.8870732701532358,171
0.2,0.4,0.3,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.8924843895568483,172
0.1,0.6,0.2,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.938623063600827,173
0.1,0.5,0.3,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.9480156931035624,174
0.0,0.4,0.3,0.3,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.9668971744338872,175
0.1,0.4,0.4,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.9764030522352402,176
0.0,0.5,0.3,0.2,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,0.993535788412551,177
0.0,0.4,0.4,0.2,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,1.0160813839302565,178
0.0,0.3,0.5,0.2,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,1.0612905242099375,179
0.0,0.3,0.6,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,1.1350537739076692,180
0.0,0.2,0.7,0.1,0.8,1.0,1.0,0.7843762699362018,0.8250693049329805,0.8250693049329805,0.7452978851059916,1.1802629141873504,181
0.7,0.2,0.1,0.0,0.8,1.0,1.0,0.7843762699362018,0.8243517592178661,0.8405578173321255,0.8176029038103041,0.7319525890317146,182
0.6,0.3,0.1,0.0,0.8,1.0,1.0,0.7843762699362018,0.8243517592178661,0.8405578173321255,0.8176029038103041,0.7400958774583731,183
0.5,0.4,0.1,0.0,0.8,1.0,1.0,0.7843762699362018,0.8243517592178661,0.8405578173321255,0.8176029038103041,0.7588834485721775,184
0.0,0.6,0.3,0.1,0.8,1.0,1.0,0.7843762699362018,0.8243517592178661,0.8243517592178661,0.730836881365129,1.0201744023912145,185
0.0,0.5,0.4,0.1,0.8,1.0,1.0,0.7843762699362018,0.8243517592178661,0.8243517592178661,0.730836881365129,1.0446354933483069,186
